id,name,type,guests,cabins,crew,length,year,model,summer_low_season_price_per_day_$,summer_high_season_price_per_day_$,winter_low_season_price_per_day_$,winter_high_season_price_per_day_$,description,rating,base_marina,country,photos,userId,createdAt
443,BAHRIYELI C,Gulet Yachts,24.0,12.0,6.0,55.0,2005.0,Custom,3786,4214,3786,4214,"The 55m/180'5"" gulet yacht 'Bahriyeli C' by shipyard Custom offers flexible accommodation for up to 24 guests in 12 cabins.",4.5,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAHRIYELI C/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAHRIYELI C/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAHRIYELI C/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAHRIYELI C/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAHRIYELI C/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
445,BALANCE,Motor Yachts,8.0,4.0,2.0,24.64,2018.0,SL78,6929,7643,6929,7643,"The 24.59m/80'8"" 'Balance' motor yacht built by the Italian shipyard Sanlorenzo is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by Italian designer Officina Italiana Design.",4.3,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALANCE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALANCE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALANCE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALANCE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALANCE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
448,BALKAN,Motor Yachts,12.0,5.0,5.0,31.5,2017.0,Falcon 102,6643,8286,6643,8286,"The 31.5m/103'4"" 'Balkan' motor yacht built by the Italian shipyard Falcon Yachts is available for charter for up to 12 guests in 5 cabins.",4.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALKAN/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALKAN/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALKAN/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALKAN/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALKAN/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
449,BALOO III,Open Yachts,8.0,4.0,3.0,28.09,2019.0,Pershing 9X,11286,12929,11286,12929,"The 28.14m/92'4"" open yacht 'Baloo III' by the Italian shipyard Pershing offers flexible accommodation for up to 8 guests in 4 cabins.",4.7,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALOO III/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALOO III/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALOO III/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALOO III/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BALOO III/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
452,BANG,Motor Yachts,10.0,5.0,6.0,35.0,2021.0,Classic 115',14643,17929,14643,17929,"The 36.5m/119'9"" motor yacht 'Bang!' by the Italian shipyard Benetti offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by French designer Zuretti.",4.5,Corsica,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BANG/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BANG/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BANG/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BANG/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BANG/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
454,BARACUDA VALLETTA,Sailing Yachts,10.0,5.0,8.0,50.01,2009.0,Custom,30143,34214,30143,30143,"The 50m/164'1"" 'Baracuda Valletta' sail yacht built by the Italian shipyard Perini Navi is available for charter for up to 10 guests in 5 cabins. This yacht features interior styling by Italian designer Perini Navi.",4.4,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARACUDA VALLETTA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARACUDA VALLETTA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARACUDA VALLETTA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARACUDA VALLETTA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARACUDA VALLETTA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
455,BARAKA,Motor Yachts,12.0,6.0,12.0,58.2,2010.0,Custom,52429,57000,52429,52429,"The 58m/190'3"" motor yacht 'Baraka' by the Turkish shipyard Turquoise Yachts offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by Italian designer Francesco Paszkowski Design.",5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARAKA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARAKA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARAKA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARAKA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARAKA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
456,BARBARA,Gulet Yachts,34.0,16.0,7.0,41.0,2006.0,Custom,5357,6500,5357,5357,"The 41m/134'6"" gulet yacht 'Barbara' by shipyard Custom offers flexible accommodation for up to 34 guests in 16 cabins.",3.3,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARBARA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARBARA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARBARA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARBARA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARBARA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
457,BARBARA,Motor Yachts,12.0,7.0,27.0,88.5,2017.0,Custom,182500,182500,182500,182500,"The 88.5m/290'4"" motor yacht 'Barbara' by the Dutch shipyard Oceanco offers flexible accommodation for up to 12 guests in 7 cabins and features interior styling by Australian designer Sam Sorgiovanni.",4.9,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARBARA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARBARA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARBARA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARBARA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARBARA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
458,BARE NECESSITIES,Sailing Yachts,6.0,3.0,3.0,24.17,2004.0,Oyster 82,4071,4071,4071,4071,The 25m/82' sail yacht 'Bare Necessities' by shipyard Oyster Yachts offers flexible accommodation for up to 6 guests in 3 cabins and features interior styling by Oyster Yachts.,4.5,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARE NECESSITIES/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARE NECESSITIES/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARE NECESSITIES/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARE NECESSITIES/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARE NECESSITIES/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
460,BARENTS,Motor Yachts,12.0,6.0,11.0,50.0,2021.0,Golden Bay Series,25214,30143,25214,25214,"The 49.9m/163'9"" motor yacht 'Barents' (ex. Sotavento) by the Italian shipyard Benetti offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by Italian designer Stefano Natucci.",5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARENTS/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARENTS/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARENTS/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARENTS/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARENTS/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
461,BARON TRENCK,Expedition Yachts,10.0,6.0,9.0,43.5,2021.0,44 Explorer,22500,25000,22500,25000,"The 43.5m/142'9"" 'Baron Trenck' expedition yacht built by shipyard Eurocraft Cantieri Navali is available for charter for up to 10 guests in 6 cabins. This yacht features interior styling by Eurocraft.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARON TRENCK/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARON TRENCK/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARON TRENCK/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARON TRENCK/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARON TRENCK/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
462,BARRACUDA III,Motor Yachts,8.0,4.0,4.0,28.48,2024.0,90' Argo,12357,14000,12357,12357,"The 28.49m/93'6"" motor yacht 'Barracuda III' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Riva and featuring interior styling by Italian designer Officina Italiana Design she can comfortably accommodate up to 8 guests in 4 cabins.",4.9,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARRACUDA III/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARRACUDA III/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARRACUDA III/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARRACUDA III/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BARRACUDA III/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
463,BASAD,Open Yachts,8.0,4.0,3.0,26.5,2021.0,Predator 84,8071,9429,8071,9429,"The 26.48m/86'11"" 'Basad' open yacht built by the British shipyard Sunseeker is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by British designer Sunseeker.",4.2,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BASAD/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BASAD/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BASAD/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BASAD/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BASAD/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
464,BASILIC,Motor Yachts,11.0,6.0,5.0,30.0,2021.0,100' Corsaro,16571,19929,16571,19929,"The 29.9m/98'1"" 'Basilic' motor yacht built by the Italian shipyard Riva is available for charter for up to 11 guests in 6 cabins. This yacht features interior styling by Italian designer Ferretti Design.",5.0,Corsica,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BASILIC/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BASILIC/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BASILIC/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BASILIC/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BASILIC/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
465,BATELLO,Motor Yachts,12.0,9.0,26.0,80.0,2025.0,Custom,136357,141357,136357,136357,"The 80m/262'6"" 'Batello' motor yacht built by the Dutch shipyard Oceanco is available for charter for up to 12 guests in 9 cabins. This award winning yacht features interior styling by Alberto Pinto.",5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BATELLO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BATELLO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BATELLO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BATELLO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BATELLO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
466,BATON ROUGE,Motor Yachts,12.0,7.0,18.0,62.51,2010.0,Custom,68429,74071,68429,68429,"The 62.5m/205'1"" 'Baton Rouge' motor yacht built by the Dutch shipyard Icon Yachts is available for charter for up to 12 guests in 7 cabins. This yacht features interior styling by British designer RWD.",4.5,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BATON ROUGE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BATON ROUGE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BATON ROUGE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BATON ROUGE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BATON ROUGE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
467,BAZINGA,Motor Yachts,8.0,4.0,2.0,21.46,2023.0,Custom,5214,6500,4571,4571,"The 21.46m/70'5"" motor yacht 'Bazinga' is an excellent new superyacht for the luxury charter market. Delivered by the French shipyard Prestige she can comfortably accommodate up to 8 guests in 4 cabins.",4.0,Florida,USA,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAZINGA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAZINGA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAZINGA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAZINGA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAZINGA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
471,BEACHOUSE,Open Yachts,10.0,4.0,6.0,40.0,2019.0,Mangusta 130,18429,21714,18429,18429,"The 39.5m/129'7"" open yacht 'Beachouse' (ex. Ram) by the Italian shipyard Mangusta offers flexible accommodation for up to 10 guests in 4 cabins and features interior styling by Italian designer Mangusta.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEACHOUSE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEACHOUSE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEACHOUSE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEACHOUSE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEACHOUSE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
473,BEATRIX,Motor Yachts,12.0,6.0,12.0,50.0,2021.0,Custom,34214,37429,34214,37429,"The 50m/164'1"" 'Beatrix' motor yacht built by shipyard Cantieri Navali di Termoli is available for charter for up to 12 guests in 6 cabins. This yacht features interior styling by Italian designer Salvagni Architetti.",4.9,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEATRIX/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEATRIX/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEATRIX/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEATRIX/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEATRIX/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
474,BEAUTIFUL DAY,Sailing Yachts,8.0,3.0,2.0,23.09,2017.0,Custom,4000,4571,4571,5143,"The 23.1m/75'9"" 'Beautiful Day' sail yacht built by shipyard CNB is available for charter for up to 8 guests in 3 cabins.",3.9,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEAUTIFUL DAY/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEAUTIFUL DAY/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEAUTIFUL DAY/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEAUTIFUL DAY/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEAUTIFUL DAY/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
475,BEBE,Motor Yachts,12.0,6.0,10.0,47.0,2015.0,Custom,22786,29286,22786,29286,"The 47m/154'2"" 'Bebe' motor yacht built by shipyard Vos Marine is available for charter for up to 12 guests in 6 cabins. This yacht features interior styling by BTA Design.",4.5,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEBE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEBE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEBE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEBE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEBE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
476,BEE,Motor Yachts,11.0,5.0,9.0,40.89,2023.0,DOM133,35071,41786,35071,35071,"The 40.93m/134'3"" motor yacht 'Bee' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Baglietto and featuring interior styling by TehilaBracha Magyar Shelef she can comfortably accommodate up to 11 guests in 5 cabins.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
477,BEHIKE,Motor Yachts,10.0,5.0,9.0,42.6,2013.0,CRN 43,22429,25714,22429,25714,"The 43m/141'1"" motor yacht 'Behike' by the Italian shipyard CRN Yachts offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Italian designer Zuccon.",4.7,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEHIKE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEHIKE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEHIKE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEHIKE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEHIKE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
478,BEIJA FLORE,Motor Yachts,10.0,5.0,4.0,27.99,2023.0,Custom,7000,8000,7000,8000,"The 28m/91'10"" 'Beija Flore' motor yacht built by shipyard Eurocraft Cantieri Navali is available for charter for up to 10 guests in 5 cabins.",4.2,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEIJA FLORE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEIJA FLORE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEIJA FLORE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEIJA FLORE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEIJA FLORE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
480,BEL1,Motor Yachts,10.0,5.0,10.0,49.91,2024.0,Custom,48143,51643,48143,48143,"The 49.9m/163'9"" motor yacht 'Bel1' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Rossinavi and featuring interior styling by Italian designer Enrico Gobbi she can comfortably accommodate up to 10 guests in 5 cabins.",4.8,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEL1/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEL1/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEL1/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEL1/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BEL1/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
481,BELGIN SULTAN,Gulet Yachts,10.0,5.0,5.0,35.0,2024.0,Custom,5786,7286,5786,7286,"The 35m/114'10"" gulet yacht 'Belgin Sultan' is an excellent new superyacht for the luxury charter market. Delivered by shipyard Custom she can comfortably accommodate up to 10 guests in 5 cabins.",4.2,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BELGIN SULTAN/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BELGIN SULTAN/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BELGIN SULTAN/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BELGIN SULTAN/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BELGIN SULTAN/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
