id,name,type,guests,cabins,crew,length,year,model,summer_low_season_price_per_day_$,summer_high_season_price_per_day_$,winter_low_season_price_per_day_$,winter_high_season_price_per_day_$,description,rating,base_marina,country,photos,userId,createdAt
393,AUGUSTINE,Sailing Yachts,6.0,3.0,3.0,20.5,2015.0,Custom,2429,2429,2429,2429,"The 20.5m/67'3"" sail yacht 'Augustine' by shipyard Jongert offers flexible accommodation for up to 6 guests in 3 cabins.",3.7,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AUGUSTINE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AUGUSTINE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AUGUSTINE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AUGUSTINE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AUGUSTINE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
395,AURA,Motor Yachts,10.0,5.0,4.0,27.43,2023.0,FD90,9429,11429,8571,11429,"The 27.45m/90'1"" motor yacht 'Aura' is an excellent new superyacht for the luxury charter market. Delivered by the Taiwanese shipyard Horizon and featuring interior styling by Dutch designer Cor D. Rover Design she can comfortably accommodate up to 10 guests in 5 cabins.",4.6,Sydney,Australia,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
396,AURA,Motor Yachts,10.0,5.0,7.0,36.6,2018.0,Classic 120',18714,21000,18714,21000,"The 36.6m/120'1"" 'Aura' motor yacht built by the Italian shipyard Benetti is available for charter for up to 10 guests in 5 cabins. This yacht features interior styling by Lynn A. Cullen.",5.0,Corsica,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
398,AURELIA,Motor Yachts,8.0,4.0,6.0,37.3,2023.0,Heesen 3700,18000,19643,18000,19643,"The 37.3m/122'5"" 'Aurelia' motor yacht built by the Dutch shipyard Heesen is available for charter for up to 8 guests in 4 cabins. This award winning yacht features interior styling by English designer Bannenberg & Rowell.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURELIA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURELIA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURELIA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURELIA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURELIA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
401,AURIANE,Motor Yachts,7.0,3.0,4.0,28.2,2021.0,Custom,3929,4786,3929,4786,"The 30.21m/99'1"" 'Auriane' motor yacht built by shipyard Broward is available for charter for up to 7 guests in 3 cabins.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURIANE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURIANE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURIANE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURIANE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURIANE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
403,AURORA,Motor Yachts,8.0,4.0,4.0,25.75,2021.0,Moonen 84,14643,14643,14643,14643,"The 25.75m/84'6"" 'Aurora' motor yacht built by the Dutch shipyard Moonen is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by Dutch designer René van der Velden Yacht Design.",4.8,Sydney,Australia,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURORA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURORA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURORA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURORA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURORA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
404,AURORA,Motor Yachts,10.0,5.0,6.0,30.61,2020.0,Nadara 30,8000,9143,8000,9143,"The award winning 30m/98'5"" motor yacht 'Aurora' by the Italian shipyard Tecnomar offers flexible accommodation for up to 10 guests in 5 cabins.",5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURORA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURORA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURORA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURORA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURORA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
405,AURUM,Gulet Yachts,12.0,6.0,5.0,33.0,2006.0,Custom,3571,4786,3571,4786,"The 33m/108'3"" 'Aurum' gulet yacht built by shipyard Custom is available for charter for up to 12 guests in 6 cabins.",3.8,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURUM/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURUM/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURUM/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURUM/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AURUM/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
406,AVA,Classic Yachts,11.0,5.0,7.0,40.0,2008.0,Custom,12643,13786,12643,13786,"The 40m/131'3"" 'Ava' classic yacht built by the Italian shipyard CRN Yachts is available for charter for up to 11 guests in 5 cabins.",4.5,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
409,AVENTURE,Classic Yachts,6.0,3.0,4.0,29.0,2011.0,Custom,3286,3286,3286,4000,"The 29m/95'2"" classic yacht 'Aventure' by shipyard Custom offers flexible accommodation for up to 6 guests in 3 cabins.",4.8,Florida,USA,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVENTURE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVENTURE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVENTURE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVENTURE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AVENTURE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
410,AWAY,Motor Yachts,10.0,5.0,8.0,37.44,2023.0,SD122,23643,23643,23643,23643,"The award winning 37.4m/122'8"" motor yacht 'Away' by the Italian shipyard Sanlorenzo offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Italian designer Francesco Paszkowski Design.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AWAY/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AWAY/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AWAY/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AWAY/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AWAY/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
412,AXA,Motor Yachts,12.0,6.0,12.0,49.99,2026.0,Custom,39857,46500,39857,46500,The 49.98m/164' 'Axa' motor yacht built by shipyard Radez is available for charter for up to 12 guests in 6 cabins.,4.9,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXA/02.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
413,AXIOMA,Motor Yachts,12.0,6.0,20.0,72.0,2025.0,Custom,93000,103286,93000,93000,"The 236.22ft /72m custom motor yacht 'AXIOMA' was built in 2013 by Dunya Yachts. Originally known as project Red Square, her luxurious interior is designed by the renowned Alberto Pinto while Sterling Scott is responsible for her exterior styling.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXIOMA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXIOMA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXIOMA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXIOMA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXIOMA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
414,AXIOS,Motor Yachts,12.0,5.0,10.0,47.0,2024.0,Custom,29286,34214,29286,34214,"The award winning 46.26m/151'9"" motor yacht 'Axios' by the Italian shipyard Admiral Yachts offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by Italian designer Admiral Yachts.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXIOS/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXIOS/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXIOS/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXIOS/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AXIOS/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
415,AYA,Motor Yachts,6.0,3.0,3.0,27.0,2009.0,Leopard 27,8929,10786,7786,8929,"The 27m/88'7"" 'Aya' open yacht built by shipyard Leopard is available for charter for up to 6 guests in 3 cabins. This yacht features interior styling by Arno.",4.1,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
416,AYA,Open Yachts,6.0,3.0,3.0,27.0,2009.0,Leopard 27,8929,10786,7786,8929,"The 27m/88'7"" open yacht 'Aya' by shipyard Leopard offers flexible accommodation for up to 6 guests in 3 cabins and features interior styling by Arno.",3.5,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
417,AYA ONE,Open Yachts,8.0,4.0,3.0,27.0,2022.0,Leopard 27,8357,9643,8357,9643,"The 27.5m/90'3"" open yacht 'Aya One' by shipyard Leopard offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Arno.",4.8,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA ONE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA ONE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA ONE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA ONE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AYA ONE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
418,AZIMUT MAGELLANO 66,Motor Yachts,6.0,3.0,2.0,20.14,2024.0,Magellano 66,5714,6500,5714,6500,"The 20.15m/66'1"" motor yacht 'Azimut Magellano 66' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Azimut she can comfortably accommodate up to 6 guests in 3 cabins.",3.9,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZIMUT MAGELLANO 66/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZIMUT MAGELLANO 66/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZIMUT MAGELLANO 66/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZIMUT MAGELLANO 66/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZIMUT MAGELLANO 66/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
419,AZIZA,Motor Yachts,8.0,4.0,7.0,40.9,2013.0,ISA 41M,21571,23214,21571,23214,"The 41m/134'6"" 'Aziza' motor yacht built by the Italian shipyard ISA Yachts is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by Italian designer ISA Yachts.",4.8,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZIZA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZIZA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZIZA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZIZA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZIZA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
420,AZMIM,Motor Yachts,12.0,5.0,4.0,29.0,2009.0,Custom,3429,5714,3429,5714,"The 29m/95'2"" motor yacht 'Azmim' by shipyard Tuzia offers flexible accommodation for up to 12 guests in 5 cabins.",4.1,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZMIM/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZMIM/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZMIM/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZMIM/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZMIM/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
425,AZZURRA II,Motor Yachts,12.0,5.0,12.0,47.5,2019.0,Custom,24429,28500,24429,28500,"The 47.8m/156'10"" 'Azzurra II' motor yacht built by the Italian shipyard CRN Yachts is available for charter for up to 12 guests in 5 cabins. This yacht features interior styling by Paola D. Smith & Associates.",4.5,Corsica,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZZURRA II/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZZURRA II/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZZURRA II/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZZURRA II/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/AZZURRA II/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
427,B TWO,Motor Yachts,10.0,5.0,5.0,32.5,2023.0,106 GLX,13429,15143,13429,15143,"The 32.2m/105'8"" motor yacht 'B Two' (ex. Nassica) by the Spanish shipyard Astondoa offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Italian designer Cristiano Gatto Design.",4.2,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B TWO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B TWO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B TWO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B TWO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B TWO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
428,BA13,Motor Yachts,10.0,5.0,5.0,30.13,2024.0,Ferretti 1000,19000,19000,19000,19000,"The 30.13m/98'10"" motor yacht 'B.A.13' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Ferretti Yachts and featuring interior styling by Italian designer Ideaeitalia she can comfortably accommodate up to 10 guests in 5 cabins.",4.6,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BA13/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BA13/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BA13/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BA13/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BA13/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
429,B4,Motor Yachts,12.0,6.0,5.0,31.5,2005.0,102 GLX,10429,12071,10429,12071,"The 31.45m/103'2"" motor yacht 'B4' by the Spanish shipyard Astondoa offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by Italian designer Cristiano Gatto Design.",4.2,Ibiza,Spain,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B4/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B4/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B4/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B4/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/B4/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
432,BABACAN,Gulet Yachts,12.0,6.0,5.0,35.0,2025.0,Custom,4571,5143,4571,5143,"The 35m/114'10"" gulet yacht 'Babacan' is an excellent new superyacht for the luxury charter market. Delivered by shipyard Custom she can comfortably accommodate up to 12 guests in 6 cabins.",4.4,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABACAN/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABACAN/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABACAN/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABACAN/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABACAN/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
433,BABAS,Motor Yachts,12.0,6.0,11.0,56.01,2020.0,Custom,58643,62857,58643,58643,"The 56m/183'9"" 'Babas' motor yacht built by the American shipyard Hargrave is available for charter for up to 12 guests in 6 cabins. This yacht features interior styling by Turkish designer Unique Yacht Design.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABAS/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABAS/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABAS/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABAS/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABAS/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
434,BABBO,Expedition Yachts,12.0,6.0,10.0,42.61,2024.0,EXP 43,37500,41643,37500,37500,"The 43m/141'1"" expedition yacht 'Babbo' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Cantiere delle Marche and featuring interior styling by Italian designer Francesco Paszkowski Design she can comfortably accommodate up to 12 guests in 6 cabins.",4.8,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABBO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABBO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABBO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABBO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABBO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
435,BABY I,Motor Yachts,8.0,4.0,5.0,30.81,2016.0,105 Yacht,9143,10643,9143,9143,"The 31.01m/101'9"" motor yacht 'Baby I' by the British shipyard Sunseeker offers flexible accommodation for up to 8 guests in 4 cabins.",4.4,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABY I/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABY I/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABY I/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABY I/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABY I/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
437,BABYLON,Gulet Yachts,10.0,5.0,6.0,41.0,2021.0,Custom,5214,6429,5214,6429,"The 38m/124'8"" gulet yacht 'Babylon' by shipyard Leymar offers flexible accommodation for up to 10 guests in 5 cabins.",5.0,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABYLON/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABYLON/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABYLON/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABYLON/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BABYLON/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
439,BACCARAT,Motor Yachts,10.0,5.0,4.0,29.6,2022.0,Amer F100,15500,17929,15500,17929,"The 29.6m/97'1"" motor yacht 'Baccarat' by the Italian shipyard Amer offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Stefano Tini.",5.0,Calvi,France,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BACCARAT/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BACCARAT/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BACCARAT/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BACCARAT/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BACCARAT/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
442,BAGHEERA,Open Yachts,8.0,4.0,5.0,36.58,2022.0,PJ 120,13286,15786,13286,15786,"The 36.5m/119'9"" open yacht 'Bagheera' by the American shipyard Palmer Johnson offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Italian designer Nuvolari Lenard.",5.0,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAGHEERA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAGHEERA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAGHEERA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAGHEERA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/BAGHEERA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579606
